Key,File,Type,UsedInMainMenu,NoTranslate,russian
meleeWpnClubT3SteelClub,,,,,"Стальная дубина"
meleeWpnClubT3SteelClubDesc,,,,,"Тяжелая и прочная дубинка для перелома колен и черепа"
meleeWpnKnucklesT0LeatherKnuckles,,,,,"Боксёрский бинт"
meleeWpnKnucklesT0LeatherKnucklesDesc,,,,,"Кожаный боксёрский бинт защищает ваши руки и добавляет немного веса к размаху."
meleeWpnKnucklesT1IronKnuckles,,,,,"Железный кастет"
meleeWpnKnucklesT1IronKnucklesDesc,,,,,"Защищает ваши руки и добавляет немного веса к размаху."
meleeWpnKnucklesT1IronKnucklesSchematic,,,,,"Железный кастет"
meleeWpnKnucklesT3SteelKnuckles,,,,,"Стальной кастет"
meleeWpnKnucklesT3SteelKnucklesDesc,,,,,"Защищает ваши руки и добавляет немного веса к размаху. Эти лезвия также могут быть полезны для разделки животных."
meleeWpnKnucklesT3SteelKnucklesSchematic,,,,,"Стальной кастет"
meleeWpnBatonT0PipeBaton,,,,,"Трубная дубинка"
meleeWpnBatonT0PipeBatonDesc,,,,,"Дубинка сделана из ненужных деталей и труб. Лёгкий вес, но при этом обладает приличной силой удара."
meleeWpnSledgeT0StoneSledgehammer,,,,,"Каменная кувалда"
meleeWpnSledgeT0StoneSledgehammerDesc,,,,,"Кувалда — один из лучших видов оружия для дробления черепов."
meleeWpnSledgeT1IronSledgehammer,,,,,"Железная кувалда"
meleeWpnSledgeT1IronSledgehammerDesc,,,,,"Кувалда — один из лучших видов оружия для дробления черепов."
meleeWpnSledgeT1IronSledgehammerSchematic,,,,,"Железная кувалда"
meleeWpnSledgeT3SteelSledgehammer,,,,,"Стальная кувалда"
meleeWpnSledgeT3SteelSledgehammerDesc,,,,,"Кувалда — один из лучших видов оружия для дробления черепов."
meleeWpnSledgeT3SteelSledgehammerSchematic,,,,,"Стальная кувалда"
meleeWpnSpearT0StoneSpear,,,,,"Каменное копьё"
meleeWpnSpearT0StoneSpearDesc,,,,,"Копья имеют больший радиус действия, чем другое оружие, а также их можно метать."
meleeWpnSpearT1IronSpear,,,,,"Железное копьё"
meleeWpnSpearT1IronSpearDesc,,,,,"Копья имеют больший радиус действия, чем другое оружие, а также их можно метать."
meleeWpnSpearT1IronSpearSchematic,,,,,"Железное копье"
meleeWpnSpearT3SteelSpear,,,,,"Стальное копьё"
meleeWpnSpearT3SteelSpearDesc,,,,,"Копья имеют больший радиус действия, чем другое оружие, а также их можно метать."
modArmorAdvancedMuffledConnectorsSchematic,,,,,"Улучшенные тихие заклёпки (Мод)"
modArmorBandolierSchematic,,,,,"Патронташ (Мод)"
modArmorCoolingMeshSchematic,,,,,",,,Охлаждающая сетка (Мод)"
modArmorCustomizedFittingsSchematic,,,,,"Подогнанные заклёпки (Мод)"
modArmorDoubleStoragePocket,,,,,"Двойной подсумок (Мод)"
modArmorDoubleStoragePocketDesc,,,,,"[decea3]Мод для брони[-]\nПри установке на шлем, нагрудник, перчатки, поножи или ботинки увеличивает вместимость инвентаря."
modArmorDoubleStoragePocketSchematic,,,,,"Двойной подсумок (Мод)"
modArmorHelmetLightSchematic,,,,,"Нашлемный фонарик (Мод)"
modArmorImpactBracingSchematic,,,,,"Амортизирующая подошва (Мод)"
modArmorImprovedFittingsSchematic,,,,,"Улучшенные заклёпки (Мод)"
modArmorInsulatedLinerSchematic,,,,,"Изолирующая подкладка (Мод)"
modArmorMuffledConnectorsSchematic,,,,,"Тихие заклёпки (Мод)"
modArmorPlatingBasicSchematic,,,,,"Броневая пластина (Мод)"
modArmorPlatingReinforcedSchematic,,,,,"Усиленная броневая пластина (Мод)"
modArmorStoragePocket,,,,,"Подсумок (Мод)"
modArmorStoragePocketDesc,,,,,"[decea3]Мод для брони[-]\nПри установке на шлем, нагрудник, перчатки, поножи или ботинки увеличивает вместимость инвентаря."
modArmorStoragePocketSchematic,,,,,"Подсумок (Мод)"
modArmorTripleStoragePocket,,,,,"Тройной подсумок (Мод)"
modArmorTripleStoragePocketDesc,,,,,"[decea3]Мод для брони[-]\nПри установке на шлем, нагрудник, перчатки, поножи или ботинки увеличивает вместимость инвентаря."
modArmorTripleStoragePocketSchematic,,,,,"Тройной подсумок (Мод)"
modArmorWaterPurifierSchematic,,,,,"Очиститель воды (Мод)"
modClothingStoragePocket,,,,,"Карман (Мод)"
modClothingStoragePocketDesc,,,,,"[decea3]Мод для одежды[-]\nПри установке на штаны, майки или верхнюю одежду увеличивает вместимость инвентаря."
modClothingCargoStoragePocket,,,,,"Большой карман (Мод)"
modClothingCargoStoragePocketDesc,,,,,"[decea3]Мод для одежды[-]\nПри установке на штаны, майки или верхнюю одежду увеличивает вместимость инвентаря."
modFuelTankLargeSchematic,,,,,"Большой бак мотоинструмента (Мод)"
modFuelTankSmallSchematic,,,,,"Малый бак мотоинструмента (Мод)"
modGunBarrelExtenderSchematic,,,,,"Длинный ствол (Мод)"
modGunBipodSchematic,,,,,"Сошка (Мод)"
modGunBowArrowRestSchematic,,,,,"Полка лука (Мод)"
modGunBowPolymerStringSchematic,,,,,"Полимерная тетива (Мод)"
modGunChokeSchematic,,,,,"Чок-бор (Мод)"
modGunCrippleEmSchematic,,,,,"Разрывные патроны (Мод)"
modGunDuckbillSchematic,,,,,"Утконос (Мод)"
modGunFlashlightSchematic,,,,,"Оружейный фонарик (Мод)"
modGunForegripSchematic,,,,,"Цевьё (Мод)"
modGunLaserSightSchematic,,,,,"Лазерный прицел (Мод)"
modGunMagazineExtenderSchematic,,,,,"Увеличенный магазин (Мод)"
modGunMeleeBlessedMetalSchematic,,,,,"Святой металл (Мод)"
modGunMeleeRadRemoverSchematic,,,,,"Рад-блок (Мод)"
modGunMeleeTheHunterSchematic,,,,,"Охотник (Мод)"
modGunMuzzleBrakeSchematic,,,,,"Дульный тормоз (Мод)"
modGunReflexSightSchematic,,,,,"Коллиматор (Мод)"
modGunRetractingStockSchematic,,,,,"Складной приклад (Мод)"
modGunScopeSmallSchematic,,,,,"Прицел 2x (Мод)"
modGunScopeMediumSchematic,,,,,"Прицел 4x (Мод)"
modGunScopeLargeSchematic,,,,,"Прицел 8x (Мод)"
modGunSoundSuppressorSilencerSchematic,,,,,"Глушитель (Мод)"
modGunTriggerGroupBurst3Schematic,,,,,"УСМ: Очередь (Мод)"
modGunTriggerGroupAutomaticSchematic,,,,,"УСМ: Авто (Мод)"
modGunTriggerGroupSemiSchematic,,,,,"УСМ: Полу-авто (Мод)"
modMeleeBunkerBusterSchematic,,,,,"Разрушитель бункеров (Мод)"
modMeleeClubBurningShaftSchematic,,,,,"Горящий стержень (Мод)"
modMeleeClubBarbedWireSchematic,,,,,"Колючая проволока (Мод)"
modMeleeClubMetalSpikesSchematic,,,,,"Железные шипы (Мод)"
modMeleeErgonomicGripSchematic,,,,,"Эргономичная рукоять (Мод)"
modMeleeFortifyingGripSchematic,,,,,"Крепкая рукоять (Мод)"
modMeleeGraveDiggerSchematic,,,,,"Могильщик (Мод)"
modMeleeIronBreakerSchematic,,,,,"Железодробитель (Мод)"
modMeleeSerratedBladeSchematic,,,,,"Зубчатое лезвие (Мод)"
modMeleeStructuralBraceSchematic,,,,,"Структурная скоба (Мод)"
modMeleeTemperedBladeSchematic,,,,,"Закалённое лезвие (Мод)"
